NO,JUDUL,NOMOR KATALOG,NOMOR KLASIFIKASI,ISBN/ISSN,NOMOR PANGGIL SETEMPAT,BAHASA,PENGARANG,PENERJEMAH,EDITOR,SERI,EDISI,NEGARA,PROVINSI,KOTA,PENERBIT,TAHUN,SUBJEK,NAMA PERTEMUAN,TEMPAT PERTEMUAN,TANGGAL PERTEMUAN,HARGA,JENIS
395,Auditing,81364912124,657.452,978-623-6007-03-7,657.452 Suh A,Indonesia,Ely Suhayati,,,,,Indonesia,Jawa Barat,Bandung,REKAYASA SAINS ,2021,Audit Reports ,Surat Permohonan Buku dan Koleksi,Surat Permohonan Buku dan Koleksi,26 Oktober 2022,0,Buku Belajar
396,Audit Kinerja : Mendorong Peningkatan Value Organisasi Pemerintah dalam Mewujudkan World Class Government,7636315124,657.835045,978-623-01-0385-8,657.835045 Sut A,Indonesia,Iwan Novarian Sutawijaya,,,,,Indonesia,DKI Jakarta,Jakarta,Andi,2020,Government Auditing,Surat Permohonan Buku Baru,,26 Oktober 2022,0,Buku Ajar / Buku Ilmiah
397,Auguste Comte & Postivism,4751333123,146.4,978-979-1360-07-4,146.4 Mil A,Indonesia,John Stuart Mill,Mahasiswa MH UKI,,,,Indonesia,DKI Jakarta,Jakarta Selatan,Pelangi Cendekia,2021,Positivism,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
398,Australia In Brief,9853333124,994,0815-9939,994 FOR A,Indonesia,,,,,,Australia,Australian Capital Terrory ACT,Barton,Departmen of Foreign Affairs and Trade,,,,,26 Oktober 2022,0,Buku Baca
399,Australian Business Statistics,5747412124,519.5,0-534-27494-3,519.5 Sel A,Inggris,Antony Selvanathan,,Nicole McKenzie,,4,Australia,south melbourne,victoria,Thomson Learning Australia,2007,statistical mathematics,,,26 Oktober 2022,0,Buku Belajar
400,Australia : Panduan Pelajar Internasional ,8998324124,370.116,,370.116 Ale A,Indonesia,Alex Cruddock,,,,,,,,,,Educational Exchange,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Panduan (How To)
401,Austronesian Diaspora And The Ethnogeneses of People in Indonesian Archipelago,8634429124,990.03,979-26-2436-8,990.03 Sim A,Inggris,Simanjuntak,,Simanjuntak,,,Indonesia,DKI Jakarta,Jakarta,LIPI Press,2006,"Dictionaries, Encyclopedias, ",Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Sejarah
402,Autisme: Suatu Gangguan Jiwa pada Anak-Anak,8311333124,155.4,979-461-410-6,155.4 Yat A,Indonesia,"dr. Faisal Yatim DTM&H, MPH",,,,1,Indonesia,DKI Jakarta,Jakarta,PT Pustaka Obor Indonesia,2002,Child Psychology,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
403,Autobiografi Amany Lubis: Namaku Harapan,4390338123,809.382,978-602-1288-56-6,809.382 Aut ,Indonesia,,,Alfi Rahmadi,,1,Indonesia,Jawa Barat,Depok,PT. Rajagrafindo Persada,2019,Autobiography ,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Autobiografi
404,Autobiografi Mahatma Gandhi: Kisah tentang Eksperimen-Eksperimen Saya terhadap Kebenaran,3702338122,922,978-602-5792-09-0,922 Gan A,Indonesia,M.K. Gandhi,Andi Tenri W.,Lilih Prilian Ari Pranowo,,,Indonesia,DI Yogyakarta,Yogyakarta,NARASI,2019,Religious Leaders Biography,Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Autobiografi
405,Autocad untuk Desain Rumah,5441312124,720.28,978-602-8759-51-9,720.28 Zai A,Indonesia,M. Zainal Abadi,,,,,Indonesia,Jawa Barat,Bandung,Modula,2019,Techniques and Procedures of Architecture,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
406,Autocad Untuk Teknik Revisi Kedua,7820312124,6.6,978-602-8759-50-2,006.6 Zai A,Indonesia,M. Zainal Abadi,,,,,Indonesia,Jawa Barat,Bandung,Modula,2019,Computer Graphics,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Belajar
407,Autumn in Paris,5761320124,813,9.79E+12,813 Tan A,Indonesia,Ilana Tan,,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2022,Indonesian Fiction ,surat permohonan buku dan koleksi ,surat permohonan buku dan koleksi ,26 Oktober 2022,0,Novel
408,Awal Mula Rasionalisme,4913333124,211,978-623-305-271-9,211 Por A,Indonesia,Karl Popper,Wawan Kurniawan,Stebby Julionatan,,,Indonesia,DI Yogyakarta,Bantul,BASABASI,2022,Concept of God,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
409,Awas Mati Muda!,1533331122,370,978-602-0806-42-6,370 Afi A,Indonesia,John Afifi,,Vita Brevis,,,Indonesia,DI Yogyakarta,Yogyakarta,Saufa,2015,Education,Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Pengetahuan Umum
410,Awet Cantik Alami ,7282333124,613,978-602-04-5381-1,613 CHO A,Indonesia,Nurul Chomaria,,,,1,Indonesia,DKI Jakarta,Jakarta,Elex Media Komputindo,2018,,Permohonan buku & koleksi,,26 Oktober 2022,0,Buku Baca
411,A Whole New Mind,7640433124,158.1,1-57322-308-5,158.1 Pin A,Inggris,Daniel H. Pink,,Benjamin Gibson,,,Amerika Serikat,New York,New York,Penguin Group Inc.,2005,Personal Improvement,,,,0,Buku Baca
412,Ayah: Pemilik Cinta yang Terlupakan,6760320124,899.2213,978-602-7735-04-0,899.2213 Alm A,Indonesia,Edelweis Almira,,A. Latief,,,Indonesia,DKI Jakarta,Jakarta Timur,Zettu,2012,Indonesian Fiction,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Novel
413,Ayana: Journey to Islam,6750333124,297.574,978-602-06-3944-4,297.574 Moo A,Indonesia,Ayana Moon,,Mirna Yulistianti,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2020,Conversion of Non-Muslim to Islam,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
414,Ayang-Ayang Gung (Petikan Surat-Surat 1980-1986),5187337124,816,979-3631-20-1,816 Ros A,Indonesia,Ajip Rosidi,,,Girimukti,,Indonesia,Jawa Barat,Bandung,PT. Kiblat Buku Utama,2004,Indonesian Letters,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Kumpulan Sastra
415,Ayat Sunyi Sehimpun Puisi,6866317124,811,978-602-5783-06-7,811 Suy A,Indonesia,Emi Suy,,Tia Setiadi,,,Indonesia,DI Yogyakarta,Yogyakarta,BASABASI,2018,Indonesian Poetry,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Antologi
416,AYO DETEKSI DINI ATRESIA BILIER,8339312125,618.92,978-623-6822-12-8,618.92 Set A,Indonesia,Dr.dr.Bagus Setyoboedi,,FI. Meiana Utami,,1,Indonesia,DI Yogyakarta,Yogyakarta,RAPHA PUBLISHING,2020,Pediatric,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
417,Ayo Ke Museum Nasional Panji Semirang,9703318124,708,978-979-8353-19-2,708 A,Indonesia,,,"Mawwadatul Khusna Rizqika,S.Ant.",,,Indonesia,DKI Jakarta,Jakarta,Museum Nasional,2022,,,,26 Oktober 2022,0,Budaya
418,Azas-Azas Management ,7730312124,300.6,,300.6 Win A,Indonesia,DRS. WINARDI ,,,,,Indonesia,Jawa Barat,Bandung, Penerbit Alumni,1977,Organization and Management of Social Science ,Surat Permohonan Buku dan Koleksi,Surat Permohonan Buku dan Koleksi,26 Oktober 2022,0,Buku Belajar
419,A-Z Merdeka Belajar + Kurikilum Merdeka,1670315122,375.001,978-602-1296-53-0,375.001 Kur A,Indonesia,"Imas Kurniasih, S.Pd.",,Adi JP,,,Indonesia,,,Kata Pena,2022,Curriculum Development,Permohonan Buku dan Koleksi,,24 Agustus 2022,0,Buku Ajar / Buku Ilmiah
420,Bab 30 Hematologi : Ilmu Penyakit Dalam,9727315126,616.15,,616.15 Hem C,Indonesia,,,,,,Indonesia,,,,,"Diseasse of Blood, Hematology",Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Ajar / Buku Ilmiah
421,BAB 43 KEGAWATDARURATAN MEDIK,9381331126,616.025,,616.025 Bab 1,Indonesia,,,,,6,,,,,2014,Medical Emergencies ,Surat Permohonan buku dan koleksi,,26 Oktober 2022,0,Pengetahuan Umum
422,Babad Tanah Jawi: Mulai dari Nabi Adam Sampai Runtuhnya Mataram,4074313122,959.801,978-602-5792-84-7,959.801 Olt B,Indonesia,W. L. Olthof,HR. Sumarsono,Floriberta Aning & A. Yogaswara,,,Indonesia,DI Yogyakarta,Yogyakarta,NARASI,2022,Early History of Indonesia to 1602,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Sejarah
423,Babaji's Kriya Hatha Yoga (18 Postur untuk relaksasi & peremajaan kembali untuk tubuh dan jiwa),8830312124,613.7046,-,613.7046 Gov B,Indonesia,M. Govindan,,,,,,,,,,Physical Yoga,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
424,BAB-BAB TENTANG HUKUM BENDA,8194312124,323.46,,323.46/PRAW/B,Indonesia,"R. Soetojo Prawirohamidjojo, S.H.",,,,1,Indonesia,Jawa Timur,Surabaya,PT. Bina Ilmu Offset,1984,Property Rights,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Belajar
425,"Badai Pasti Berlalu: Padamkan Burnoutmu, Bingkai Kembali Bahagiamu",6625340124,155.25,978-623-00-2743-7,155.25 Sap B,Indonesia,Astrid Regina Sapiie,,Naftalia Kusumawardhani,Psikologi Populer #02,,Indonesia,DKI Jakarta,Jakarta,PT Elex Media Komputindo,2021,Character Development,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Psikologi
426,Bade Dalam Proses Ngaben Masyarakat Bali,5690318124,306.4,978-602-356-344-9,306.4 Put B,Indonesia,I Ketut Sudharma Putra,,,,,Indonesia,Bali,,Kepel Press,2020,Specific Aspect Of Culture,surat permohonan buku dan koleksi ,,26 Oktober 2022,0,Budaya
427,Bagaimana Mencegah Bencana Iklim: Solusi yang Kita Punya dan Terobosan yang Kita Perlukan (How To Avoid A Climate Disaster: The Solutions We Have and The Breakthroughs We Need),6393333124,926,978-602-06-5284-9,926 Gat H,Indonesia,Bill Gates,Zia Anshor,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2021,Person Technology Biography,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
428,BAGAIMANA MENJADI ORANG TUA YANG BAIK,9894333124,649.1,,649.1.Bal.B,Indonesia,Murice Balson,,,,,Indonesia,DKI Jakarta,Jakarta,,1993,,,,22-Nov-22,0,Buku Baca
429,Bahagia itu Sederhana,5030333124,158.1,978-623-7162-91-9,158.1 Lub B,Indonesia,Sir John Lubbock,Dewi Wulansari,Nunung Wiyati,,,Indonesia,DKI Jakarta,Jakarta,Gemilang (Kelompok Pustaka Alvabet),2022,Personal Improvement & Analysis,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
430,Bahagia Mengerjakan Hal Sia-Sia,6498320124,810,978-602-1318-86-7, 810 Sul B,Indonesia,Prima Sulistya,,,,,Indonesia,DI Yogyakarta,Sleman,BUKU MOJOK,2019,Indonesian Literatures,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Novel
431,BAHAN AJAR BAHASA INGGRIS,5419415124,373.238,,373.238 Set B,Inggris,"Dra. Andras Setyorini, M. Pd. ",,,,,Indonesia,Jawa Tengah,Magelang,SMA TARUNA NUSANTARA,,,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Ajar / Buku Ilmiah
432,Bahan Ajar Pengolahan Limbah Air Limbah Domestik Institusi Menggunakan Filtrasi Single dan Dual Media,7334315124,628.3,978-602-0856-57-5,628.3 Jul P,Indonesia,"Naniek Ratni Juliardi, A.R.",,,,,Indonesia,Jawa Timur,Surabaya,"UPN ""Veteran"" Jawa Timur",2016,Sewage Treatment & Disposal,Surat Permohonan Buku dan Koleksi,,26-Sep-22,0,Buku Ajar / Buku Ilmiah
433,Bahan Konstruksi dan Struktur teknik,7140312124,624.17,-,624.17 Smi B,Indonesia,M.J. Smith,Ir. Ismoyo P.H,,Pedoman Godwin,,Indonesia,DKI Jakarta,Jakarta,ERLANGGA,1985,Structural Analysis & Design,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
434,Bahan Materi Film Sejarah Berita Proklamasi Kemerdekaan di Indonesia,6444317122,792.9,978-602-1289-73-0,792.9 Mau B,Indonesia,Age A. Maulana,,,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,2017,Stage Production,Surat Permohonan Buku dan Koleksi,,14-Nov-22,0,Antologi
435,Bahan Tayangan Materi Sosialisasi UUD RI Tahun 1945 dan Ketetapan Majelis Permusyawaratan Rakyat RI,7346333124,342.02,-,342.02 Bah,Indonesia,,,,,,Indonesia,DKI Jakarta,Jakarta,Sekretariat Jenderal MPR RI,2012,Basic Instrument of Government,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
436,Bahan Tayang Materi Sosialisasi Empat Pilar MPR RI,1348328122,348.598,,348.598 MPR B,Indonesia,MPR,,,,,Indonesia,DKI Jakarta,Jakarta Pusat,Sekretariat Jenderal MPR RI,2021,Law of Indonesia,Surat Permohonan Buku & Koleksi ,,22 Agustus 2022,0,Politik
437,Bahasa Belanda ,7864312124,439.31,,439.31 Sut B ,Indonesia,Hendro Sutrisno ,,,,2,Indonesia,DKI Jakarta,Jakarta,,,Dutch ,Surat Permohonan Buku dan Koleksi,Surat Permohonan Buku dan Koleksi,26 Oktober 2022,0,Buku Belajar
438,Bahasa Indonesia ke Perguruan Tinggi,7770312124,412,,412 Saf B,Indonesia,"Asis Safioedin, S.H.",,,,,Indonesia,Jawa Barat,Bandung, Penerbit Alumni,1983,Etymology of Standard Forms of Languages,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Belajar
439,Bahasa Komputer Basic Elementer,8298333124,5.13,-,005.13 Sur B,Indonesia,D. Suryadi H.S.,,,,,Indonesia,DKI Jakarta,Jakarta Timur,Ghalia Indonesia,1984,Language Programming,Surat Permohonan Buku dan Koleksi,,22-Sep-22,0,Buku Baca
440,Bahasa Mandarin untuk Perjalanan,42584922122,495.131,,495.131 Har M,China,Tim Harmoni,,,,1,Indonesia,DKI Jakarta,Jakarta Timur,Harmoni,1997,Subdivision of Language,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Kamus
441,Bahasa Parwa I (Tatabahasa Jawa Kuna I) Bentuk Kata,7205333124,419.598,979-420-245-2,419.598 Zoe B,Indonesia,Dr. P.J. Zoetmulder,,,,,Indonesia,DI Yogyakarta,Yogyakarta,Gadjah Mada University Press,1992,Indonesian Sign Language,Surat Permohonan Buku & Koleksi,,22-Sep-22,0,Buku Baca
442,BAHASA TUBUH MEMAHAMI EMOSI & PIKIRAN ORANG,806312122,302.222,978-979-19092-0-4,302.222 Ria B,Indonesia,Septine Riana,,,,1,Indonesia,DI Yogyakarta,Yogyakarta,RUMAH PENGETAHUAN,2009,Nonverbal Communication,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Belajar
443,Bahaya Kekurangan Vitamin D: Terutama pada Wanita Usia Subur,4847312124,616.39,978-623-6822-40-1,616.39 Sim B,Indonesia,Betty Yosephin Simanjuntak,,Th. Arie Prabawati,,1,Indonesia,DI Yogyakarta,Yogyakarta,RAPHA PUBLISHING,2021,Disease of Nutritional,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
444,Bahaya Mengekor non Muslim,7075333124,297.092,-,297.092 Dha B,Indonesia,Muhammad bin 'Ali Adh Dhabi'i,,Slamet,,,Indonesia,DI Yogyakarta,Yogyakarta,Media HIdayah,2003,Muslim Persons,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
445,Bakti untuk Indonesia H. M Lukminto Pendiri Kelompok Usaha Sritex Perusahaan Tekstil Terbesar Se-Asia Tenggara,7620321122,920.71,978-602-6208-29-3,920.71 Tam B,Indonesia,Dr. Nasir Tamara,,,,,Indonesia,DKI Jakarta,Jakarta,Pt. Gramedia ,2015,Biografi,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Biografi
446,Balada si Roy,5494320124,813,9.79E+12,813 Gon B,Indonesia,GOL A GONG ,,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2018,,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Novel
447,"Bambang Waluyo: Tidak Pernah Merasa Bisa, Tapi Selalu Bisa Merasa Tapak Bocah Pencol di Jalan Keadilan",4701321123,923.4,,923.4 Yul B,Indonesia,Franky Yulianto,,Fabianus Franky Yulianto,,,Indonesia,Jawa Tengah,Semarang,Majalah Prosekutor,2018,Person in Law Biography,Surat Permohonan Buku & Koleksi,,27 Oktober 2022,0,Biografi
448,Bangkitnya Spiritual Islam,5453333124,133.9,978-602-8997-54-6,133.9 Gul B,Indonesia,Muhammad Fethullah Gulen,Fuad Saefuddin,Teuku Chairul Wisal,,,Indonesia,DKI Jakarta,Jakarta,Republika Penerbit ,2012,Spiritualism,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
449,Bangunan-Bangunan Indis di Kota Yogyakarta,4335333123,724.6,978-623-92455-2-8,724.6 Pra B,Indonesia,"Himawan Prasetyo, S.S.",,Manggar Sari Ayu & Bakti Utama,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,,Period 1900 - 1999 Architecture ,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Baca
450,Bangun Kekayaan Sejak Belia : Bekali Anak-Anak Anda dengan Ilmu Uang Agar Kelak Menjadi Manusia Mandiri,8681332124,640.73,978-979-27-3737-0,640.73 Pie B,Indonesia,"Freddy Pieloor, CFP",,,,,Indonesia,DKI Jakarta,Jakarta,PT.Elex Media Komputindo,2004,Evaluation & Purchasing Guide,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Ekonomi
451,Bank & Lembaga Keuangan Syariah Lainnya,4910332124,297.273,978-623-231-029-2,297.273 Muh B,Indonesia,Muhamad,,Monalisa,,1,Indonesia,Jawa Barat,Depok,PT. Rajagrafindo Persada,2020,Islam & Economics,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Ekonomi
452,Banten Dalam Perkembangan : Politik-Ekonomi Pengelolaan Cagar Budaya,8315328125,711.4,9.79E+12,711.4 Yog B,Indonesia,Herry Yogaswara,,,,,Indonesia,DKI Jakarta,Jakarta Utara,PT Gading Inti Prima,2014,Local Community Planning,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Politik
453,"Banteng Terakhir Kesultanan Yogyakarta: Riwayat Raden Ronggo Prawirodirjo III dari Madiun, sekitar 1779-1810",4979321124,923.5,978-602-481-883-8,923.5 Qom B,Indonesia,Akhlis Syamsal Qomar,,Christopher Reinhart & Galang Aji Putro,,,Indonesia,DKI Jakarta,Jakarta,Kepustakaan Populer Gramedia,2022,Military Person Biography,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Biografi
454,Banyak yang Nggak Betah Jadi Manusia,5055333124,155.25,978-623-7100-40-9,155.25 Sep B,Indonesia,Indra Sepraneldi,,Zulham Farobi,,,Indonesia,DKI Jakarta,Jakarta Selatan,Transmedia Pustaka,2020,Character Development,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
455,Bapak Angkatan Darat: Suryadi Suryadarma,3830321122,923.5,978-602-412-177-8,923.5 Sur B,Indonesia,Adityawarman Suryadarma,,Sybill Affiat,,,Indonesia,DKI Jakarta,Jakarta,PT Kompas Media Nusantara,2022,Military Persons Biography,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Biografi
456,"Bapak Madrasah indonesia (Testimoni Atas Kinerja Dr. H. A. Umar, M.A)",3710321122,922.97,978-623-00-2717-8,922.97 Kaf. B,Indonesia,Nur Kafid ,,,,,Indonesia,DKI Jakarta,Jakarta Pusat,PT Elex Media Komputindo,2021,Islam Religious Leaders Biography,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Biografi
457,BAPANDUK (Sistem Barter) Di Pasar Terapung Lok Baintan Kabupaten Banjar,9627344124,332.5,978-623-7526-31-5,332.5 Joh B,Indonesia,Poltak Johansen,,Izzudin Irsam Mujib & Asep Ruhimat,,,Indonesia,Kalimantan Barat,Pontianak,CV Media Jaya Abadi,2020,Barter,,,28-Nov-22,0,sosiologi
458,BARACK OBAMA- Dream From My Father,5571321124,923.1,978-979-433-544-4,923.1 Oba  D,Indonesia,Barack Obama,Miftahul Jannah Saleh,Andityas Prabantoro,,,Indonesia,Jawa Barat,Bandung,PT. MIZAN PUSTAKA,2009,Heads Of State Biography,Surat Permohonan Koleksi & Buku,,26-Sep-22,0,Biografi
459,Baranangsiang,9695317126,899.221,978-623-321-085-0,899.221 Lub B,Indonesia,Yan Lubis,,Edi Sembodo,2,1,Indonesia,DKI Jakarta,Jakarta,Yayasan Pustaka Obor Indonesia,2021,Indonesian Literature,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Antologi
460,Barong: Candi Wisnu di Bukit Kapur,9333329124,726.1,,726.1 Pra B,Indonesia,Herni Pramastuti,,,,,Indonesia,DI Yogyakarta,Sleman,Badan Pelestarian Peninggalan Purbakala Yogyakarta,2005,Temples & Shrine Architecture,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Sejarah
461,Baron Sakendher: Cerita Rakyat Spanyol Versi Jawa,4550333123,398.2,978-602-433-804-6,398.2 Pud B,Indonesia,Nobuyoshi Okai,,,,,Indonesia,DKI Jakarta,Jakarta,Yayasan Obor Indonesia,2019,Folk Literature ,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
462,Basic Business Statistics: Concepts & Applications,8021412125,650.021,978-1-4425-4847-3,650.021 Ber B,Inggris,Mark L. Berenson,,Joanne Stanley,,3,Australia,,,Pearson Australia Group Pty Ltd,2013,Statistic of Business,Surat Permohonan Buku dan Koleksi,,14 Oktober 2024,0,Buku Belajar
463,Basic Econometrics 4th Edition,9969433124,339,0-07-233542-4,339 Guj B,Inggris,Damodar N. Gujarati,,,,4,Amerika Serikat,New York,New York,"McGraw-Hill, Inc",2003,Macroeconomics & Related Topics,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
464,Basic English For Elementary School Year VI,1789412122,420.07,978-979-019-088-7,420.07 Sul B,Inggris,S.B. Sulaiman,,Cecilia Dwi Astuti,,3,Indonesia,,,Yudhistira,2015,English - Education,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Belajar
465,Basic English Grammar ,6135312124,425,,425 Lad B,Indonesia,M.J. Lado,,,,,,,,Arikha Media Cipta,1992,Grammar of Standard English,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
466,"Basic English Practice (Buku Praktek Grammar, Conversation, Speaking & Translation)",1875312122,428,978-979-29-1273-9,428 Bud B,Indonesia,Dian Nursalih Budi,,Benedicta Rini W,,1,Indonesia,DI Yogyakarta,Yogyakarta,Andi,2010,Standard English Usage,Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Belajar
467,Basic Marketing Research. Vol 1 : Handbook for Research Professionals,8668415124,658.83,978-0-9849328-1-8,658.83 Smi B,Inggris,Scott M. Smith,,Michael Rutter,,,Amerika Serikat,Utah,,"Qualtrics Labs, Inc",2012,Market Research,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Ajar / Buku Ilmiah
468,Batik dan Batikan ,9080333124,746.662,9.79E+12, 746.662 Pri B,Indonesia,Sony Heru Priyanto,,,,,Indonesia,Jawa Barat,Salatiga,Griya Media,2016,Batik Arts ,Surat Permohonan buku dan koleksi,Surat Permohonan Buku dan Koleksi ,26 Oktober 2022,0,Buku Baca
469,BAWOMATALUO: Destinasi Wisata Nias Pulau Impian,9060318124,910.3,978-602-453-886-6,910.3 War B,Indonesia,"Dr. Dermawan Waruwu, S.Th.,M.Si",,,,,Indonesia,DI Yogyakarta,Yogyakarta,Deepublish,2018,"Dictionaries, Encyclopedias, Concordance, gazetteers",,,26 Oktober 2022,0,Budaya
470,Beautiful Uncertainties,6026417124,811,978-623-00-3122-9,811 Ros A,Inggris,afifah rossy,,,1,,Indonesia,DKI Jakarta,Jakarta,Kompas Gramedia,2022,indonesian poetry,,,26 Oktober 2022,0,Antologi
471,Beauvoir Melintas Abad,8461320125,920,9.79E+12,920 Lia B,Indonesia,Ester Lianawati,,,,,Indonesia,DI Yogyakarta,Sleman,BUKU MOJOK,2021,Biography,Surat pertemuan koleksi & buku,,26 Oktober 2022,0,Novel
472,"Bebek Pedaging Hibrida Lebih Cepat Panen, Tahan Penyakit, Tanpa Bau, Daging Lebih Lembut & Gurih ",2615324122,636.07,979-006-593-0,636.07 Sup B,Indonesia,Eko Angga Supriyanto,,Untung Prastio,,,Indonesia,DKI Jakarta,Jakarta,Agromedia Pustaka,2017,Ranch Animals,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Panduan (How To)
473,Beberapa Catatan Hukum Tata Pemerintahan dan Peradilan Administrasi Negara,8105339124,351,-,351 Pur B,Indonesia,Prof. Koentjoro Purbopranoto S.H.,,,,,Indonesia,Jawa Barat,Bandung, Penerbit Alumni,1981,Public Administration,Surat Permohonan Buku dan Koleksi,,,0,Hukum
474,Beberapa Masalah Ketatanegaraan di Indonesia,7066333124,342.0072,-,342.0072 Wah B,Indonesia,"Prof. Padmo Wahjono, S.H.",,,,,Indonesia,DKI Jakarta,Jakarta,CV. Rajawali,1984,Research of Constitutional and Administrative Law,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
475,Become Rich As a Socio-preneur ,6298333124,158.1,9.79E+12,158.1 Yud B,Indonesia,Angkie Yudistia,,Linda Irawati ,,,Indonesia,DKI Jakarta,Jakarta,PT Grasindo,2019,Personal Improvement and analysis,Surat Permohonan Buku dan Koleksi ,Surat permohonan buku dan koleksi,26 Oktober 2022,0,Buku Baca
476,Becoming Supernatural: Menciptakan Keajaiban dalam Hidup Keseharian,4519333123,154,978-623-98438-0-9,154 Jav B,Indonesia,Dr. Joe Dispenza,Shalahuddin Gh,,,,Indonesia,Banten,Tangerang Selatan,JAVANICA,2021,Subconscious and Altered States & Process,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
477,Bedhaya Sapta,9536318122,793.31,978-602-5635-12-0,793.31/Ari/B,Indonesia,Mirna Marini D. Arifin,,,,,Indonesia,DKI Jakarta,Jakarta,Direktorat Jenderal Kebudayaan,2012,Folk Dancing,,,12 Desember 2022,0,Budaya
